Pressure(Pa),Temperature(K),CO2_mole_frac,CH4_mole_frac,CO2_uptake,CH4_uptake,CO2_Error,CH4_Error
15000000.05,220.,0.212,0.788,542.1453998197,109.5066176049,14.3902004477,4.2360750785
15000000.05,220.,0.308,0.692,624.7379124434,83.5865226757,19.6392106578,5.9460718737
15000000.05,220.,0.404,0.596,666.7281149834,70.4596513289,42.0148400473,10.8418078855
15000000.05,220.,0.5,0.5,707.5285525345,58.6029886907,20.0623244925,6.6972307484
15000000.05,220.,0.596,0.404,734.3745061258,48.3208424746,8.1849295414,1.8899567097
15000000.05,220.,0.692,0.308,767.0631741732,38.2732177494,11.4930531763,2.4372184678
15000000.05,220.,0.788,0.212,798.3264883064,29.0664092602,12.9478544406,3.1197744742
15000000.05,220.,0.884,0.116,828.6788161635,18.6725387828,8.8023311383,1.8740252169
15000000.05,220.,0.98,0.02,875.9519935133,3.6833864477,9.2948035412,0.5439444109
15000000.05,240.,0.02,0.98,124.8659492440,230.9177370496,4.5483762616,2.5629235499
15000000.05,240.,0.116,0.884,394.7449288896,146.8532864952,12.2801971051,3.3294724450
15000000.05,240.,0.212,0.788,500.2324842679,113.3123702984,9.8482522061,2.5279108485
15000000.05,240.,0.308,0.692,577.8648998408,87.7424994334,17.4149408839,5.0611919284
15000000.05,240.,0.404,0.596,635.8884244714,70.8154781825,11.5682826040,3.3139417518
15000000.05,240.,0.5,0.5,669.8518731947,60.2047897024,4.0769690630,1.5582717296
15000000.05,240.,0.596,0.404,701.4706165478,50.1315711702,19.7022993865,3.2628817378
15000000.05,240.,0.692,0.308,739.4514429176,38.5082365293,10.3847357963,2.0908142027
15000000.05,240.,0.788,0.212,766.8521352325,29.3471454753,5.1699310738,1.3244640691
15000000.05,240.,0.884,0.116,804.4789871964,17.2201896909,12.1215029496,0.9357409849
15000000.05,240.,0.98,0.02,846.2045045333,3.4097117364,8.4281326377,0.4863845202
15000000.05,260.,0.02,0.98,97.9950819647,223.9143829532,3.3293687762,2.0935512311
15000000.05,260.,0.116,0.884,348.3291824795,148.3143547208,6.3277469514,1.1394726050
15000000.05,260.,0.212,0.788,479.5611245526,108.5648517025,4.0052392967,2.1482615291
15000000.05,260.,0.308,0.692,552.1574290486,85.6857121421,12.9027843711,3.2225292437
15000000.05,260.,0.404,0.596,603.6102867201,70.0478960395,6.7422998555,2.2407292850
15000000.05,260.,0.5,0.5,643.2215957634,58.3900826948,10.4928092228,2.4356394440
15000000.05,260.,0.596,0.404,675.2954230882,48.5142878944,4.2202238753,1.1116175888
15000000.05,260.,0.692,0.308,707.3467917234,38.2874070621,9.4151418078,1.8139505784
15000000.05,260.,0.788,0.212,742.3604342276,27.4290023563,5.8129740617,1.9545300080
15000000.05,260.,0.884,0.116,778.2163230513,16.4694822211,10.5287958409,1.3182987071
15000000.05,260.,0.98,0.02,815.7978939327,3.2587347969,7.1167852178,0.3913458478
15000000.05,280.,0.02,0.98,74.6626857828,213.8747480046,0.5703609775,1.8797101620
15000000.05,280.,0.116,0.884,301.1585695094,148.5469533610,2.7629183662,1.4943119380
15000000.05,280.,0.212,0.788,429.7383858510,110.7575978056,2.9863157156,0.8854664718
15000000.05,280.,0.308,0.692,513.2778004689,86.0034798112,2.2662395561,1.5989399554
15000000.05,280.,0.404,0.596,572.0567372147,68.6416290613,10.3375845615,3.1492428678
15000000.05,280.,0.5,0.5,612.0116551149,56.8012111970,6.0494815702,1.3156018053
15000000.05,280.,0.596,0.404,650.3500929255,45.1711134258,4.7356669440,0.9178254090
15000000.05,280.,0.692,0.308,676.5882980119,36.6431707226,4.6194030191,0.7985876138
15000000.05,280.,0.788,0.212,710.7536930891,26.6210403467,9.6335369279,0.9443724839
15000000.05,280.,0.884,0.116,747.8424457634,14.9904452865,8.6226748980,0.5677010764
15000000.05,280.,0.98,0.02,783.9827507037,2.8544056898,3.6740457605,0.1915283277
15000000.05,300.,0.02,0.98,57.2400164220,202.2373235088,1.3187864140,1.1857127497
15000000.05,300.,0.116,0.884,253.3389276901,147.6672822780,4.5384789905,1.5403661073
15000000.05,300.,0.212,0.788,378.0876734896,112.4658186627,3.3226882052,1.8046792487
15000000.05,300.,0.308,0.692,470.4841769551,86.2868019290,6.6434264950,1.8840732824
15000000.05,300.,0.404,0.596,532.2528471821,68.2304705187,5.2557601379,1.1135324436
15000000.05,300.,0.5,0.5,582.0229398059,54.4246339281,3.7438933821,0.8675956443
15000000.05,300.,0.596,0.404,621.9468519849,42.4228292080,4.1432135560,1.0895202445
15000000.05,300.,0.692,0.308,654.0203156062,32.8823398018,3.3364982684,0.4826424024
15000000.05,300.,0.788,0.212,684.6311457073,23.8407307175,6.2608313258,1.1266460108
15000000.05,300.,0.884,0.116,719.1272381681,13.6539645309,6.7532469697,0.4101174433
15000000.05,300.,0.98,0.02,753.3839228172,2.5342178810,3.3691904174,0.0885186583
15000000.05,320.,0.02,0.98,44.1036834267,189.3842594837,1.1288892988,1.6995421836
15000000.05,320.,0.116,0.884,209.9128238352,145.0032719688,2.8074659044,1.2718096173
15000000.05,320.,0.212,0.788,327.1040842252,113.3388592257,4.8445865679,1.0893750904
15000000.05,320.,0.308,0.692,417.2579011449,88.2984353794,3.8806267158,0.7902423371
15000000.05,320.,0.404,0.596,487.1878045480,69.2116217096,4.4119582273,1.3357368437
15000000.05,320.,0.5,0.5,537.9682654223,54.8663260152,5.5978298181,1.2106687183
15000000.05,320.,0.596,0.404,582.0220305472,41.8117273359,2.9934428434,0.8038306809
15000000.05,320.,0.692,0.308,621.0271368253,30.9591906403,6.3482047086,1.0344756623
15000000.05,320.,0.788,0.212,653.7888183451,21.4215855104,4.8918410632,0.8492572117
15000000.05,320.,0.884,0.116,685.1859753567,12.2025105593,4.7945723785,0.3135646708
15000000.05,320.,0.98,0.02,719.1429683434,2.2237106313,3.1893834299,0.0847560981
15000000.05,340.,0.02,0.98,34.4196238054,175.4127925045,0.5819896006,0.6281645080
15000000.05,340.,0.116,0.884,172.2010471102,140.1592130023,1.2115148605,0.6447903468
15000000.05,340.,0.212,0.788,277.3107145791,112.6456715165,3.8510086734,1.8240046613
15000000.05,340.,0.308,0.692,363.2229306606,89.6099190747,2.8271202327,0.8334961990
15000000.05,340.,0.404,0.596,433.0892768816,70.6630756813,4.6418744493,0.8131949134
15000000.05,340.,0.5,0.5,491.6464454343,54.6223228807,3.6913447339,0.3276628677
15000000.05,340.,0.596,0.404,538.1657564086,41.8536322221,3.5922838746,0.6969692557
15000000.05,340.,0.692,0.308,579.2978915278,30.6016398515,3.2541032432,0.8736755744
15000000.05,340.,0.788,0.212,615.8808235959,20.4548557004,3.7137097866,0.4207902345
15000000.05,340.,0.884,0.116,649.7185218431,11.0807591926,1.7368909675,0.4270063605
15000000.05,340.,0.98,0.02,682.2143361234,1.9636947911,1.4000446939,0.0672086197
15000000.05,360.,0.02,0.98,27.4521563564,162.5591648853,0.4105484104,0.7388234423
15000000.05,360.,0.116,0.884,141.5168398332,133.5208690297,1.8887673809,0.9568062832
15000000.05,360.,0.212,0.788,237.3092426343,109.1865955591,3.0895144768,1.0491139865
15000000.05,360.,0.308,0.692,316.4855794537,88.7134727763,4.7242067587,0.8974066847
15000000.05,360.,0.404,0.596,381.8156340968,70.9523652671,2.6330195244,0.7301061200
15000000.05,360.,0.5,0.5,439.2034959810,55.7651593008,2.9559788452,1.0013081204
15000000.05,360.,0.596,0.404,488.4507648611,42.6048038282,2.9151665309,0.3924822358
15000000.05,360.,0.692,0.308,533.1487397641,30.7754920849,3.3400200846,0.1665200140
15000000.05,360.,0.788,0.212,571.8733397380,20.4136138662,3.6780971233,0.2129669545
15000000.05,360.,0.884,0.116,607.1840370544,10.7929614738,2.8700184614,0.1603554480
15000000.05,360.,0.98,0.02,638.6576627214,1.8254152973,2.3037952159,0.0392845858
15000000.05,380.,0.02,0.98,22.1902763481,150.2020306005,0.1985539510,0.7803086897
15000000.05,380.,0.116,0.884,118.1200681364,126.1361274253,1.5389919642,0.6262092979
15000000.05,380.,0.212,0.788,201.3739755273,104.8855761772,1.4884086425,0.7241550050
15000000.05,380.,0.308,0.692,273.0247419171,86.5793736222,4.1484102412,0.4503216321
15000000.05,380.,0.404,0.596,335.7403141383,70.5062970368,2.6825718670,0.9081989010
15000000.05,380.,0.5,0.5,392.1730907000,55.3564872031,2.3740228924,0.4524927214
15000000.05,380.,0.596,0.404,441.2025011993,42.5081639998,1.7438322976,0.3691833739
15000000.05,380.,0.692,0.308,485.8680155672,30.9240820371,2.6654058525,0.5418830315
15000000.05,380.,0.788,0.212,526.2302813581,20.3878874488,2.1640892312,0.1680026959
15000000.05,380.,0.884,0.116,561.7946618476,10.7578528706,3.2189730726,0.1580039133
15000000.05,380.,0.98,0.02,594.9160461030,1.8041313283,2.2791743356,0.0195543016
15000000.05,400.,0.02,0.98,18.2531862434,138.4022246710,0.3953987893,0.4679181283
15000000.05,400.,0.116,0.884,99.2359472917,117.9546625426,0.7857031354,0.5742499761
15000000.05,400.,0.212,0.788,171.6118474825,99.8379934006,1.5272386552,0.8313078648
15000000.05,400.,0.308,0.692,236.1729420560,83.4356120414,2.5666610843,0.6151284350
15000000.05,400.,0.404,0.596,294.4717902163,68.0997498177,1.9608092679,0.3663019935
15000000.05,400.,0.5,0.5,347.0043016501,54.5312195364,2.5252480255,0.4805911374
15000000.05,400.,0.596,0.404,395.9756105194,42.1533648768,1.7126120951,0.3053200733
15000000.05,400.,0.692,0.308,439.1007497496,30.8177616496,1.1610082853,0.1726199046
15000000.05,400.,0.788,0.212,478.6373177290,20.5745034330,2.0311513261,0.2890512038
15000000.05,400.,0.884,0.116,515.7718970410,10.7962104286,2.5972380208,0.1358760991
15000000.05,400.,0.98,0.02,549.6560584070,1.8021421723,2.4984148389,0.0340588067
16500000.045,200.,0.02,0.98,199.2250335519,230.6482064132,9.2321109469,1.9295151622
16500000.045,200.,0.116,0.884,451.7868178442,149.3120822116,15.6742010327,7.6751091346
16500000.045,200.,0.212,0.788,578.8550825484,108.6809189544,18.6489902140,6.9685974831
16500000.045,200.,0.308,0.692,658.5195094298,82.6307000710,39.2372467170,14.6295560621
16500000.045,200.,0.404,0.596,726.8031999843,61.4969785846,28.7578556851,8.2865930138
16500000.045,200.,0.5,0.5,756.3391953942,51.3720088441,40.7941264577,9.5598110450
16500000.045,200.,0.596,0.404,778.2746065330,45.4532088975,30.2478008219,10.0858928577
16500000.045,200.,0.692,0.308,796.1095337814,39.8657360331,8.5919258924,3.0724863628
16500000.045,200.,0.788,0.212,823.6313393531,29.2591916280,7.5999903070,2.0723268271
16500000.045,200.,0.884,0.116,858.4367616184,18.8156254035,7.2726552291,2.8716079261
16500000.045,200.,0.98,0.02,900.6840115885,4.6729915516,6.3201876544,1.0232194769
16500000.045,220.,0.02,0.98,153.1943581948,235.7323565074,7.2504624264,3.3675218585
16500000.045,220.,0.116,0.884,416.7441699881,150.8541422385,12.1456264573,2.7316387319
16500000.045,220.,0.212,0.788,528.0348870696,115.0141595511,13.0747389535,3.9468513611
16500000.045,220.,0.308,0.692,609.1601289539,90.2895805231,27.5155672522,8.4075270365
16500000.045,220.,0.404,0.596,664.3741351746,71.1724985297,19.7575796547,7.1567360908
16500000.045,220.,0.5,0.5,701.8534144540,60.0839484762,14.4406628896,3.4483885978
16500000.045,220.,0.596,0.404,733.2546631297,48.9614501604,15.9408190153,3.7252331688
16500000.045,220.,0.692,0.308,765.4055955910,39.1400587762,14.6155986807,2.2933513247
16500000.045,220.,0.788,0.212,808.6267525383,27.1737936431,8.5475526757,3.2593777645
16500000.045,220.,0.884,0.116,834.8083108087,17.7175449930,10.0789909270,1.9189187495
16500000.045,220.,0.98,0.02,872.8922471134,4.2900458713,6.6701699413,0.3549904841
16500000.045,240.,0.02,0.98,119.3711171607,233.4847428517,3.5180364172,1.1761712367
16500000.045,240.,0.116,0.884,383.5449531893,151.7603685539,5.3770116849,2.8906944523
16500000.045,240.,0.212,0.788,501.1566547950,113.3187024450,11.7492344871,3.7634980661
16500000.045,240.,0.308,0.692,573.9433580596,90.3117596124,14.2690880276,4.3089516704
16500000.045,240.,0.404,0.596,622.8640212201,75.1897979625,14.2299143463,4.6250415416
16500000.045,240.,0.5,0.5,669.3653288725,61.5135548845,8.0629614786,2.0530562340
16500000.045,240.,0.596,0.404,706.9071651494,48.9409950063,14.5575477674,3.7074734428
16500000.045,240.,0.692,0.308,737.1037369938,39.7653831136,9.6443896765,1.4533574774
16500000.045,240.,0.788,0.212,771.4156136450,28.5861938522,6.4135256855,1.9609076500
16500000.045,240.,0.884,0.116,805.6705707027,17.6005163158,10.8304270652,1.3287712772
16500000.045,240.,0.98,0.02,846.9977418098,3.4954443594,8.4753946119,0.6510149271
16500000.045,260.,0.02,0.98,93.0399858366,227.3176630852,1.1560876307,1.2387879528
16500000.045,260.,0.116,0.884,342.9001807250,151.4840747872,10.1447501068,3.9060580457
16500000.045,260.,0.212,0.788,462.5238899483,114.1659834380,4.6407100092,0.8890096570
16500000.045,260.,0.308,0.692,541.8883523896,89.7524752538,6.3585700264,2.1535147828
16500000.045,260.,0.404,0.596,597.1395472905,73.1619528908,9.5003839711,3.1879390018
16500000.045,260.,0.5,0.5,633.5572670556,61.5329491554,9.2139931558,2.4570060755
16500000.045,260.,0.596,0.404,671.2683163737,49.3401854605,6.4079754932,1.8989528683
16500000.045,260.,0.692,0.308,712.1485868373,38.2037962054,16.5605623337,2.6809156810
16500000.045,260.,0.788,0.212,742.6065705535,27.8969181498,9.4475200383,2.1489422204
16500000.045,260.,0.884,0.116,778.1896817718,16.5852510996,5.8523256214,1.1879719259
16500000.045,260.,0.98,0.02,816.9079169350,3.1593764553,4.4538357066,0.1390288336
16500000.045,280.,0.02,0.98,72.0766631577,217.4425644893,1.8321566197,2.0068107383
16500000.045,280.,0.116,0.884,296.2300237349,152.1650954922,4.4935704174,1.3482571642
16500000.045,280.,0.212,0.788,423.7485533397,114.0365556884,5.0434503294,1.7361762926
16500000.045,280.,0.308,0.692,506.1743988465,89.2325098787,3.0132006070,1.1870352574
16500000.045,280.,0.404,0.596,570.2180343025,70.6884705727,6.1568681705,2.6871897793
16500000.045,280.,0.5,0.5,607.9119895574,58.6509936552,7.4616285004,2.2818692558
16500000.045,280.,0.596,0.404,645.4559171293,47.3733411724,8.1117318294,2.2318861799
16500000.045,280.,0.692,0.308,681.5598517222,37.0966651352,4.6101903064,1.0441932339
16500000.045,280.,0.788,0.212,713.5926714803,26.4867060123,5.2005873248,0.8759018406
16500000.045,280.,0.884,0.116,748.7963490495,15.3182250407,4.7609914866,0.6183437703
16500000.045,280.,0.98,0.02,786.9170194051,2.8822207210,5.7375063954,0.2685610731
16500000.045,300.,0.02,0.98,56.0267016331,205.6869509753,1.3115178283,0.5817113760
16500000.045,300.,0.116,0.884,249.4684862470,151.2141794723,4.9340612866,1.1531103195
16500000.045,300.,0.212,0.788,373.2136832362,115.4963309626,8.2884056731,2.6406120400
16500000.045,300.,0.308,0.692,463.4002334686,89.7187259073,6.0810384602,2.0444544317
16500000.045,300.,0.404,0.596,526.4917841559,71.8028620622,3.2869025298,1.0537767408
16500000.045,300.,0.5,0.5,577.8437141134,56.4855984470,5.0733552353,1.4646618892
16500000.045,300.,0.596,0.404,617.9910311513,44.6042039693,4.8156645172,1.2402984493
16500000.045,300.,0.692,0.308,651.9582987611,34.5653646831,3.3331191877,0.8861492446
16500000.045,300.,0.788,0.212,683.9847537084,24.7113511407,6.7762653490,0.4790534656
16500000.045,300.,0.884,0.116,718.2228894803,14.1143878369,3.9412270700,0.2537594498
16500000.045,300.,0.98,0.02,754.8168235784,2.5957822588,2.8154587314,0.1331078492
16500000.045,320.,0.02,0.98,43.7940808446,192.7525636229,1.0748656698,1.3671915488
16500000.045,320.,0.116,0.884,207.3376213885,148.8235455011,1.5698851473,0.9873904288
16500000.045,320.,0.212,0.788,326.3675846906,115.8869348933,4.3870281937,1.6158614197
16500000.045,320.,0.308,0.692,411.6858729993,91.8304139038,1.3647077381,1.2557006666
16500000.045,320.,0.404,0.596,481.5075746189,71.9725370680,6.3613899022,1.4009966809
16500000.045,320.,0.5,0.5,536.9507140282,56.4144529678,5.0045916707,0.9965546210
16500000.045,320.,0.596,0.404,580.6996047162,43.6856117342,4.0650994504,1.0797915980
16500000.045,320.,0.692,0.308,619.1559733781,32.5308890914,4.8558729451,1.4127386806
16500000.045,320.,0.788,0.212,653.9166601162,22.5582223944,3.3644864750,0.4945819197
16500000.045,320.,0.884,0.116,688.1828010556,12.6986060626,6.2605729698,0.4156061004
16500000.045,320.,0.98,0.02,722.2497234172,2.2861701293,3.8483859432,0.0771940044
16500000.045,340.,0.02,0.98,34.4928191295,179.8779504080,0.4397475819,0.7960448455
16500000.045,340.,0.116,0.884,172.0101937123,143.6748472950,1.6167224484,1.1857687472
16500000.045,340.,0.212,0.788,279.7604393274,114.9103587612,2.3593634976,1.3050780767
16500000.045,340.,0.308,0.692,365.5844573165,91.9832142363,3.0111468138,0.5348786244
16500000.045,340.,0.404,0.596,431.1700136500,73.1282035442,3.6814269270,0.8883527338
16500000.045,340.,0.5,0.5,488.7433643058,57.5401826465,3.6502866370,0.9592064427
16500000.045,340.,0.596,0.404,538.6184763077,43.6426791174,3.0363717045,0.6164055168
16500000.045,340.,0.692,0.308,578.9369158300,32.1635914383,3.6906547873,0.6879448877
16500000.045,340.,0.788,0.212,617.7503503775,21.4597110001,4.6036784925,0.5359740278
16500000.045,340.,0.884,0.116,650.9041951679,11.7357882594,3.1382760217,0.2554696920
16500000.045,340.,0.98,0.02,684.2937198094,2.0667330712,3.6763799302,0.0746141223
16500000.045,360.,0.02,0.98,27.9868913888,167.1086298500,0.5227117427,0.8394157455
16500000.045,360.,0.116,0.884,144.6656026583,137.0045773688,2.2641399806,1.1876590867
16500000.045,360.,0.212,0.788,239.5008288420,111.6819917457,2.3171924523,1.3482480437
16500000.045,360.,0.308,0.692,319.0896963267,90.7742052269,3.9384556206,1.0161562819
16500000.045,360.,0.404,0.596,384.7780898174,73.4539941424,4.6452684665,1.2217659841
16500000.045,360.,0.5,0.5,442.4751905802,57.5727384995,3.3785613786,0.7765923750
16500000.045,360.,0.596,0.404,492.6525401689,43.9408867526,1.9576369128,0.5424131533
16500000.045,360.,0.692,0.308,536.0615499605,31.9264508919,3.6250224800,0.7872139377
16500000.045,360.,0.788,0.212,574.9054446738,21.2412685201,3.2989650671,0.4340772883
16500000.045,360.,0.884,0.116,610.8513501074,11.3510191861,3.0527197643,0.2698067340
16500000.045,360.,0.98,0.02,644.1836823776,1.9536495533,3.7531462081,0.0961682350
16500000.045,380.,0.02,0.98,22.7311943396,154.5047407650,0.3730885055,0.7971157045
16500000.045,380.,0.116,0.884,120.0867946714,129.6016018345,1.9462713389,0.4125448243
16500000.045,380.,0.212,0.788,204.3390680981,107.9153259673,2.7557213637,0.5527952968
16500000.045,380.,0.308,0.692,277.7525233740,88.8041451367,3.4014514221,0.8044563042
16500000.045,380.,0.404,0.596,340.9080858727,71.9791344353,3.6025102002,0.9462107291
16500000.045,380.,0.5,0.5,397.0440803997,57.0523752931,2.4334465835,0.8296898838
16500000.045,380.,0.596,0.404,446.9152825893,43.7082549598,2.6677368662,0.3523230461
16500000.045,380.,0.692,0.308,491.1980899769,31.9269150283,1.2742304102,0.3720424513
16500000.045,380.,0.788,0.212,531.5336235625,21.2082485307,3.1349330368,0.4426514168
16500000.045,380.,0.884,0.116,567.5276287804,11.1258798809,2.0134531680,0.1129464653
16500000.045,380.,0.98,0.02,603.2241245567,1.8855209608,2.3227481357,0.0530248448
16500000.045,400.,0.02,0.98,18.7126346568,143.0256862384,0.1994088669,0.9510626456
16500000.045,400.,0.116,0.884,101.5975648734,122.0788791097,1.0733388963,0.7937651194
16500000.045,400.,0.212,0.788,175.8084400158,102.9374962607,2.5707926286,0.7515785773
16500000.045,400.,0.308,0.692,241.7963433173,85.6568693803,0.3450678757,0.5263085220
16500000.045,400.,0.404,0.596,301.1995770761,70.0881432956,1.0125997869,0.7039117380
16500000.045,400.,0.5,0.5,352.8993894064,56.3048504729,2.8338017842,0.6693766018
16500000.045,400.,0.596,0.404,401.9360739751,43.6210636224,1.9264057914,0.3999601638
16500000.045,400.,0.692,0.308,446.1976047095,31.9326172755,1.7692656889,0.2005094231
16500000.045,400.,0.788,0.212,486.3603791450,21.1144598259,1.0675267901,0.2080009646
16500000.045,400.,0.884,0.116,523.6070700528,11.2082972440,3.0754125199,0.2643865770
16500000.045,400.,0.98,0.02,558.8246592799,1.8600929167,3.2499794130,0.0563748627
18000000.04,200.,0.02,0.98,196.0220789093,232.6082875709,18.0062231675,6.4204848519
18000000.04,200.,0.116,0.884,451.2790877947,150.3692854665,21.9426061132,7.6381972381
18000000.04,200.,0.212,0.788,576.1122128002,108.7943671509,27.4483551903,9.1021238133
18000000.04,200.,0.308,0.692,663.7262883618,80.5919809466,19.6012418208,7.2067647745
18000000.04,200.,0.404,0.596,703.7140305005,67.7597367542,27.7071150536,7.3918707033
18000000.04,200.,0.5,0.5,745.7772465129,55.9914589470,22.8844316918,4.2063284616
18000000.04,200.,0.596,0.404,783.6513259132,44.5633931190,7.3943278887,1.7858288748
18000000.04,200.,0.692,0.308,803.8626007340,36.4383539611,43.1109062316,8.0729314408
18000000.04,200.,0.788,0.212,832.2226518871,28.9984464306,15.3056840761,3.4384704154
18000000.04,200.,0.884,0.116,858.2651845046,20.0357736863,19.2328810082,1.5632583295
18000000.04,200.,0.98,0.02,900.8571344421,4.2843436242,8.0521856849,0.9778113323
18000000.04,220.,0.02,0.98,149.9574882032,236.8550029943,2.8191632368,0.8765777746
18000000.04,220.,0.116,0.884,422.0608782951,149.9433408643,21.2951171392,5.5434014349
18000000.04,220.,0.212,0.788,529.8190344607,114.5390164909,11.0836968999,4.8225224311
18000000.04,220.,0.308,0.692,603.3546031780,91.1740255805,10.9072180406,3.7508857773
18000000.04,220.,0.404,0.596,671.7965047436,69.8332992610,5.6649048614,2.0419612517
18000000.04,220.,0.5,0.5,699.9459715853,60.3857365921,18.7214619194,4.6039162685
18000000.04,220.,0.596,0.404,737.7985924806,48.3678528611,17.3664425377,5.7355636335
18000000.04,220.,0.692,0.308,765.9731548620,39.2748240944,15.3823002475,3.5928224594
18000000.04,220.,0.788,0.212,806.5877399379,28.4185080024,12.8448489183,1.9720217381
18000000.04,220.,0.884,0.116,828.2432812535,18.9602038912,7.4521363405,2.6020790394
18000000.04,220.,0.98,0.02,877.4808210657,3.9797706898,14.2627867591,0.6179756438
18000000.04,240.,0.02,0.98,115.0265882394,236.8646504009,4.4650178992,1.3131359447
18000000.04,240.,0.116,0.884,376.1747750688,153.6012661154,10.6632476412,3.8806376559
18000000.04,240.,0.212,0.788,490.3280203415,116.9108529380,11.4698669884,3.3745536589
18000000.04,240.,0.308,0.692,567.8759657825,92.7179090003,11.8135135355,5.4914868499
18000000.04,240.,0.404,0.596,620.0700511338,76.7978316630,12.7892312057,4.2352662437
18000000.04,240.,0.5,0.5,664.1542764247,61.7762892379,11.6827156080,3.3666397259
18000000.04,240.,0.596,0.404,703.4364338241,50.8464738322,11.9473011043,4.4477503570
18000000.04,240.,0.692,0.308,738.8192353542,39.8314230924,11.0870075472,2.6199631596
18000000.04,240.,0.788,0.212,773.9862697984,28.2755871447,10.9529173683,1.3593442507
18000000.04,240.,0.884,0.116,807.8152391622,17.2059009204,9.3953059296,2.0658570635
18000000.04,240.,0.98,0.02,848.2217858511,3.3403896502,5.3156514003,0.3260854797
18000000.04,260.,0.02,0.98,90.6993721305,229.8884151311,2.6879598309,1.5629977324
18000000.04,260.,0.116,0.884,333.0070825321,155.1325515473,3.3033385084,1.4083437698
18000000.04,260.,0.212,0.788,455.9383111468,117.1475293480,10.5872918412,4.5089193906
18000000.04,260.,0.308,0.692,537.9469887690,92.2191612890,12.6478930089,4.2762740437
18000000.04,260.,0.404,0.596,587.7550884059,76.0600868598,14.7353534058,3.4976610366
18000000.04,260.,0.5,0.5,635.0381766753,61.7953851354,6.1209956791,2.0924250437
18000000.04,260.,0.596,0.404,671.2855922887,50.2895101556,13.9132164646,4.0064934273
18000000.04,260.,0.692,0.308,709.0298295488,39.0356612395,6.5804614686,1.8966851742
18000000.04,260.,0.788,0.212,738.0149960476,28.6818059500,6.3064702736,1.8556442110
18000000.04,260.,0.884,0.116,778.3127044719,16.7153750538,6.4176693047,1.5716103000
18000000.04,260.,0.98,0.02,816.8651817768,3.2395725942,6.6033611838,0.0853681955
18000000.04,280.,0.02,0.98,71.5914827235,219.5606840903,1.2630840159,1.5944605528
18000000.04,280.,0.116,0.884,289.9433182631,155.4858588033,2.7191879586,0.9977674863
18000000.04,280.,0.212,0.788,415.3464575380,117.8109460225,5.4783194052,1.8146403632
18000000.04,280.,0.308,0.692,500.5014429869,91.9856343761,6.1371016928,1.9994870440
18000000.04,280.,0.404,0.596,561.7179204146,73.8042513593,4.7377983689,1.9429468266
18000000.04,280.,0.5,0.5,605.4810864639,60.5962887534,9.8617616744,1.8206955352
18000000.04,280.,0.596,0.404,642.6850422135,48.5547340661,7.8764712164,2.2101030068
18000000.04,280.,0.692,0.308,679.2142370933,38.0968127659,5.2007848034,1.9121086859
18000000.04,280.,0.788,0.212,710.5801156062,27.4347046035,3.0086083257,0.8968979526
18000000.04,280.,0.884,0.116,749.0061150281,15.6587022406,7.8028084880,0.9756435239
18000000.04,280.,0.98,0.02,789.5314109012,2.8962111181,7.8855049274,0.2162341566
18000000.04,300.,0.02,0.98,55.7000959136,208.3509944370,1.4456557262,1.8570247120
18000000.04,300.,0.116,0.884,247.6374211078,154.5021217096,2.0850150925,1.0722172516
18000000.04,300.,0.212,0.788,368.6382026090,119.1656938605,7.0695018530,1.8703369361
18000000.04,300.,0.308,0.692,458.0433359277,92.5030801537,5.7266536209,1.6578123111
18000000.04,300.,0.404,0.596,521.5019543460,73.9468738436,3.2357984208,1.3373211901
18000000.04,300.,0.5,0.5,573.1857637235,58.4047692965,1.8319588193,1.0190694384
18000000.04,300.,0.596,0.404,609.3235227395,47.5521331431,3.4290470318,0.8440337929
18000000.04,300.,0.692,0.308,648.7501613439,35.9614206604,4.7335480361,0.9798813236
18000000.04,300.,0.788,0.212,683.5461273189,25.4656390912,4.3321553840,1.0663845152
18000000.04,300.,0.884,0.116,719.1370581619,14.5671860449,4.8434825180,0.6273696095
18000000.04,300.,0.98,0.02,757.1047002809,2.6175966694,4.1308359574,0.1713922590
18000000.04,320.,0.02,0.98,43.5552185881,196.3061576424,0.8069760523,0.7489283389
18000000.04,320.,0.116,0.884,205.9467283785,151.5576072536,2.0368541145,1.1457893608
18000000.04,320.,0.212,0.788,325.2467415100,118.3023670092,3.2243663434,0.7923634865
18000000.04,320.,0.308,0.692,412.1640521416,93.3583840758,8.0991470732,1.7757219877
18000000.04,320.,0.404,0.596,476.7522426239,74.9890589708,2.0726442404,1.1344227771
18000000.04,320.,0.5,0.5,531.6053640727,58.8970854035,4.8266172858,0.8930079199
18000000.04,320.,0.596,0.404,580.1325000745,45.3672773588,6.3189988506,1.2948014558
18000000.04,320.,0.692,0.308,616.1132301157,34.3230854838,4.4845748525,0.6267345642
18000000.04,320.,0.788,0.212,655.0411403315,23.4638519630,4.2528454898,0.5994992092
18000000.04,320.,0.884,0.116,688.4042964712,13.2611062234,2.9758421265,0.6208858188
18000000.04,320.,0.98,0.02,724.0255965543,2.4305497014,2.4608794676,0.0858600876
18000000.04,340.,0.02,0.98,34.7474115612,182.9030256815,0.3931298087,0.7595150895
18000000.04,340.,0.116,0.884,172.4690965704,146.9305652053,1.7200662616,1.0570211920
18000000.04,340.,0.212,0.788,279.4796602456,117.7338330753,5.2587142921,1.3624298285
